file_path,emotion,emotion_id,speaker_id,dataset,feature_path,augmented
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_11\03-01-03-02-02-02-11.wav,happy,3,ravdess_11_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_3030_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_12\03-01-06-02-02-02-12.wav,fear,2,ravdess_12,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_3031_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_12\03-01-06-02-02-02-12.wav,fear,2,ravdess_12_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_3031_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_24\03-01-07-02-01-02-24.wav,disgust,1,ravdess_24,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_3032_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_24\03-01-07-02-01-02-24.wav,disgust,1,ravdess_24_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_3032_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_24\03-01-04-02-02-02-24.wav,sad,4,ravdess_24,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3033_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_24\03-01-04-02-02-02-24.wav,sad,4,ravdess_24_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3033_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_match_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_3034_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_11\03-01-07-01-01-01-11.wav,disgust,1,ravdess_11,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_3035_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_11\03-01-07-01-01-01-11.wav,disgust,1,ravdess_11_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_3035_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_14\03-01-04-01-01-02-14.wav,sad,4,ravdess_14,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3036_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_14\03-01-04-01-01-02-14.wav,sad,4,ravdess_14_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3036_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_happy\YAF_make_happy.wav,happy,3,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_3037_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Fear\OAF_nice_fear.wav,fear,2,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_3038_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_22\03-01-03-02-01-01-22.wav,happy,3,ravdess_22,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_3039_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_22\03-01-03-02-01-01-22.wav,happy,3,ravdess_22_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_3039_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_happy\OAF_turn_happy.wav,happy,3,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_3040_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_24\03-01-08-02-02-01-24.wav,surprise,5,ravdess_24,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_3041_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_24\03-01-08-02-02-01-24.wav,surprise,5,ravdess_24_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_3041_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_life_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_3042_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_tell_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_3043_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_03\03-01-05-02-01-01-03.wav,angry,0,ravdess_03,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3044_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_03\03-01-05-02-01-01-03.wav,angry,0,ravdess_03_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3044_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_16\03-01-05-02-01-01-16.wav,angry,0,ravdess_16,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3045_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_16\03-01-05-02-01-01-16.wav,angry,0,ravdess_16_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3045_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_pad_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_3046_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chief_ps.wav,surprise,5,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_3047_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_23\03-01-06-01-01-02-23.wav,fear,2,ravdess_23,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_3048_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_23\03-01-06-01-01-02-23.wav,fear,2,ravdess_23_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_3048_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_happy\OAF_have_happy.wav,happy,3,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_3049_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_18\03-01-04-02-02-01-18.wav,sad,4,ravdess_18,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3050_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_18\03-01-04-02-02-01-18.wav,sad,4,ravdess_18_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3050_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_03\03-01-05-02-02-02-03.wav,angry,0,ravdess_03,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3051_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_03\03-01-05-02-02-02-03.wav,angry,0,ravdess_03_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3051_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_14\03-01-07-01-01-01-14.wav,disgust,1,ravdess_14,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_3052_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_14\03-01-07-01-01-01-14.wav,disgust,1,ravdess_14_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_3052_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_kill_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_3053_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_dead_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_3054_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_sad\YAF_numb_sad.wav,sad,4,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_3055_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_14\03-01-04-01-02-02-14.wav,sad,4,ravdess_14,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3056_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_14\03-01-04-01-02-02-14.wav,sad,4,ravdess_14_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3056_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_08\03-01-07-01-01-02-08.wav,disgust,1,ravdess_08,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_3057_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_08\03-01-07-01-01-02-08.wav,disgust,1,ravdess_08_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_3057_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_06\03-01-06-02-01-01-06.wav,fear,2,ravdess_06,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_3058_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_06\03-01-06-02-01-01-06.wav,fear,2,ravdess_06_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_3058_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_disgust\YAF_shawl_disgust.wav,disgust,1,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_disgust_3059_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_happy\YAF_dip_happy.wav,happy,3,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_3060_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_pass_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_3061_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_such_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_3062_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_01\03-01-08-02-02-01-01.wav,surprise,5,ravdess_01,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_3063_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_01\03-01-08-02-02-01-01.wav,surprise,5,ravdess_01_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_3063_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_rat_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_3064_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_21\03-01-06-02-02-02-21.wav,fear,2,ravdess_21,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_3065_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_21\03-01-06-02-02-02-21.wav,fear,2,ravdess_21_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_3065_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_19\03-01-04-02-01-01-19.wav,sad,4,ravdess_19,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3066_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_19\03-01-04-02-01-01-19.wav,sad,4,ravdess_19_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3066_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-03-02-01-02-17.wav,happy,3,ravdess_17,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_3067_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-03-02-01-02-17.wav,happy,3,ravdess_17_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_3067_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_angry\OAF_jar_angry.wav,angry,0,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_3068_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_24\03-01-05-02-02-01-24.wav,angry,0,ravdess_24,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3069_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_24\03-01-05-02-02-01-24.wav,angry,0,ravdess_24_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3069_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_01\03-01-03-02-01-01-01.wav,happy,3,ravdess_01,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_3070_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_01\03-01-03-02-01-01-01.wav,happy,3,ravdess_01_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_3070_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_happy\YAF_mess_happy.wav,happy,3,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_3071_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Fear\OAF_food_fear.wav,fear,2,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_3072_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Sad\OAF_sour_sad.wav,sad,4,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_3073_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_happy\YAF_live_happy.wav,happy,3,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_3074_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_sad\YAF_gaze_sad.wav,sad,4,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_3075_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_angry\YAF_room_angry.wav,angry,0,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_3076_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_happy\YAF_merge_happy.wav,happy,3,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_3077_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_23\03-01-05-02-01-02-23.wav,angry,0,ravdess_23,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3078_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_23\03-01-05-02-01-02-23.wav,angry,0,ravdess_23_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3078_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_18\03-01-05-02-01-02-18.wav,angry,0,ravdess_18,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3079_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_18\03-01-05-02-01-02-18.wav,angry,0,ravdess_18_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_3079_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_15\03-01-04-01-01-02-15.wav,sad,4,ravdess_15,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3080_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_15\03-01-04-01-01-02-15.wav,sad,4,ravdess_15_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_3080_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Fear\OAF_sure_fear.wav,fear,2,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_3081_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_angry\YAF_back_angry.wav,angry,0,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_3082_orig.npy,False
